Date,Region,Product,Salesperson,Customer_Type,Units_Sold,Unit_Price,Discount,Revenue,Cost,Gross_Profit,Gross_Margin,Sales_Target
2025-07-09,Ibadan,Product D,Salesperson 4,Retail,266,45000,0.128,10437840.0,7204540.416091326,3233299.5839086743,0.3097671150265452,11218140.075846285
2025-07-09,Lagos,Product C,Salesperson 3,SME,235,30000,0.076,6514200.0,3717947.1509562195,2796252.8490437805,0.42925498895394376,6344710.855631849
2025-07-09,Abuja,Product A,Salesperson 2,SME,378,15000,0.035,5471550.0,3062057.153848967,2409492.846151033,0.44036750941708164,6000057.117664683
2025-07-09,Port Harcourt,Product C,Salesperson 7,Corporate,373,30000,0.134,9690540.0,6631114.435546174,3059425.5644538263,0.31571259851915645,8850177.883406347
2025-07-10,Ibadan,Product A,Salesperson 7,Retail,177,15000,0.062,2490390.0,1428364.993624965,1062025.006375035,0.4264492735575693,2808908.94258021
2025-07-10,Port Harcourt,Product E,Salesperson 3,SME,204,60000,0.04,11750400.0,8041641.240498291,3708758.7595017087,0.3156282985687048,11800482.344315477
2025-07-10,Kano,Product B,Salesperson 3,SME,295,22000,0.018,6373180.0,3769098.090015907,2604081.909984093,0.40860008817954196,6133191.196134915
2025-07-11,Lagos,Product B,Salesperson 1,SME,219,22000,0.053,4562646.0,3052670.040454561,1509975.959545439,0.33094304479143005,4577204.345706248
2025-07-11,Kano,Product C,Salesperson 4,Retail,412,30000,0.129,10765560.0,6178172.502554283,4587387.497445717,0.4261169411944866,11808004.885674458
2025-07-11,Port Harcourt,Product E,Salesperson 1,Corporate,431,60000,0.115,22886100.0,15616678.98752049,7269421.01247951,0.31763476575211635,24720789.693078097
2025-07-11,Kano,Product B,Salesperson 5,Retail,29,22000,0.046,608652.0,369234.03021627385,239417.96978372615,0.39335773115627015,579662.8521076825
2025-07-11,Port Harcourt,Product B,Salesperson 5,SME,293,22000,0.03,6252620.0,4465966.496624766,1786653.503375234,0.2857447763298,6592695.801930181
2025-07-13,Lagos,Product C,Salesperson 5,SME,88,30000,0.019,2589840.0,1879269.5325484572,710570.4674515428,0.27436848123881896,2920843.7665563365
2025-07-13,Abuja,Product B,Salesperson 6,SME,197,22000,0.084,3969944.0,2390219.1559922197,1579724.8440077803,0.3979211908298405,3616590.8387063113
2025-07-13,Abuja,Product A,Salesperson 5,Corporate,144,15000,0.137,1864080.0,1335055.3947267623,529024.6052732377,0.2837993032880765,1737029.916232267
2025-07-13,Ibadan,Product B,Salesperson 4,Retail,27,22000,0.132,515592.0,303623.50928800955,211968.49071199045,0.41111671769924757,560773.8400638495
2025-07-14,Abuja,Product A,Salesperson 1,Retail,378,15000,0.075,5244750.0,3553287.692648828,1691462.307351172,0.3225058024407592,5291213.409264738
2025-07-14,Kano,Product C,Salesperson 8,Retail,390,30000,0.06,10998000.0,7135597.323662837,3862402.676337163,0.35119136900683423,11861108.148937954
2025-07-14,Kano,Product D,Salesperson 6,Corporate,283,45000,0.065,11907225.0,8972731.367501413,2934493.6324985866,0.2464464753541305,12668680.964732235
2025-07-14,Lagos,Product C,Salesperson 1,Corporate,396,30000,0.096,10739520.0,8212350.535343914,2527169.4646560857,0.23531493629660225,9672158.270051349
2025-07-15,Port Harcourt,Product D,Salesperson 5,SME,33,45000,0.107,1326105.0,1013818.5642687832,312286.4357312168,0.23549148501153136,1336752.686792529
2025-07-15,Kano,Product E,Salesperson 1,Corporate,366,60000,0.13,19105200.0,10859318.70597557,8245881.29402443,0.4316040289567463,18783625.985564787
2025-07-15,Abuja,Product A,Salesperson 1,SME,480,15000,0.008,7142400.0,4846356.95844252,2296043.0415574796,0.3214665996804267,6652454.043405851
2025-07-15,Abuja,Product D,Salesperson 4,SME,170,45000,0.074,7083900.0,4700218.030781368,2383681.969218632,0.336492887988062,7318254.188916693
2025-07-17,Abuja,Product E,Salesperson 1,Corporate,428,60000,0.006,25525920.0,16646626.399445415,8879293.600554585,0.34785400880965645,28794703.088198006
2025-07-17,Kano,Product B,Salesperson 4,SME,377,22000,0.113,7356778.0,4734573.198315422,2622204.801684578,0.3564338629879246,8371284.238330015
2025-07-17,Lagos,Product A,Salesperson 6,Corporate,180,15000,0.068,2516400.0,1618371.041796586,898028.958203414,0.35687051271793596,2624523.2215837566
2025-07-18,Port Harcourt,Product A,Salesperson 8,Retail,197,15000,0.029,2869305.0,2094620.9397670638,774684.0602329362,0.2699901405507383,2644045.7171263294
2025-07-19,Ibadan,Product C,Salesperson 4,Corporate,277,30000,0.081,7636890.0,5524569.507474789,2112320.4925252106,0.2765943325784725,7259746.356402389
2025-07-20,Ibadan,Product C,Salesperson 2,Corporate,55,30000,0.05,1567500.0,937123.0554794046,630376.9445205954,0.4021543505713527,1773135.4171043464
2025-07-20,Ibadan,Product E,Salesperson 7,SME,451,60000,0.023,26437620.0,18402859.99574366,8034760.004256342,0.3039138925612949,28236925.750862867
2025-07-20,Ibadan,Product E,Salesperson 2,Corporate,195,60000,0.007,11618100.0,7186205.582044115,4431894.417955885,0.3814646472276779,13163777.017498976
2025-07-20,Lagos,Product C,Salesperson 2,Retail,24,30000,0.071,668880.0,385577.55854788295,283302.44145211705,0.4235474845295375,714483.1701151029
2025-07-20,Port Harcourt,Product B,Salesperson 3,SME,67,22000,0.013,1454838.0,871868.4343821567,582969.5656178433,0.40071098336573785,1591905.6810660106
2025-07-21,Port Harcourt,Product A,Salesperson 6,Retail,203,15000,0.081,2798355.0,2048783.4429051087,749571.5570948913,0.26786149616288546,2981777.296052784
2025-07-21,Port Harcourt,Product E,Salesperson 8,Retail,34,60000,0.092,1852320.0,1342861.8070561823,509458.1929438177,0.2750378946099042,1680768.2948246102
2025-07-22,Abuja,Product B,Salesperson 3,Corporate,485,22000,0.083,9784390.0,6399327.641605954,3385062.3583940463,0.3459656001441118,9239016.160137678
2025-07-22,Ibadan,Product A,Salesperson 8,Corporate,173,15000,0.106,2319930.0,1510220.436217139,809709.563782861,0.34902327388449694,2390102.888067326
2025-07-23,Lagos,Product B,Salesperson 3,SME,156,22000,0.14,2951520.0,1943191.3034648278,1008328.6965351722,0.3416303113430274,2805022.408515857
2025-07-23,Lagos,Product D,Salesperson 1,Retail,423,45000,0.112,16903080.0,10888107.687411813,6014972.312588187,0.3558506681970497,18737025.142755497
2025-07-24,Abuja,Product A,Salesperson 4,Retail,307,15000,0.056,4347120.0,2947637.7168486943,1399482.2831513057,0.32193320707762973,4088154.213233595
2025-07-25,Lagos,Product E,Salesperson 7,Retail,188,60000,0.097,10185840.0,6782423.809626469,3403416.1903735306,0.33413210794333414,11364021.01313734
2025-07-25,Kano,Product C,Salesperson 2,SME,358,30000,0.035,10364100.0,7960170.374243855,2403929.6257561455,0.2319477451738352,10882871.426726839
2025-07-25,Ibadan,Product D,Salesperson 3,Corporate,407,45000,0.072,16996320.0,10833297.81523204,6163022.18476796,0.3626092109802569,15425960.053873383
2025-07-26,Kano,Product D,Salesperson 7,Retail,93,45000,0.096,3783240.0,2779980.0201049875,1003259.9798950125,0.2651853913299216,3925091.625111723
2025-07-26,Port Harcourt,Product C,Salesperson 6,Corporate,387,30000,0.135,10042650.0,7009940.307421506,3032709.6925784936,0.3019830117128939,9950230.495030442
2025-07-26,Lagos,Product D,Salesperson 7,Corporate,206,45000,0.123,8129790.0,6125402.93377327,2004387.0662267301,0.24654844297659967,8793861.40130926
2025-07-27,Kano,Product E,Salesperson 5,Retail,232,60000,0.094,12611520.0,7840693.706493929,4770826.293506071,0.37829114123484486,12808556.946648335
2025-07-27,Kano,Product B,Salesperson 1,Corporate,437,22000,0.135,8316110.0,6050529.788797788,2265580.2112022117,0.27243268922635844,8579666.044358224
2025-07-27,Kano,Product C,Salesperson 1,Retail,200,30000,0.063,5622000.0,3431593.2004296617,2190406.7995703383,0.3896134470953999,6233109.281321106
2025-07-28,Abuja,Product A,Salesperson 7,Retail,88,15000,0.057,1244760.0,937895.8478822223,306864.15211777773,0.24652475346072955,1137467.1732684588
2025-07-29,Abuja,Product D,Salesperson 8,SME,46,45000,0.026,2016180.0,1443850.1462107054,572329.8537892946,0.28386843128554723,2194512.876976116
2025-07-29,Port Harcourt,Product C,Salesperson 6,Retail,133,30000,0.033,3858330.0,2598506.892831778,1259823.1071682218,0.3265203098667615,3747531.470948746
2025-07-29,Port Harcourt,Product A,Salesperson 7,Retail,353,15000,0.115,4686075.0,3354317.9790379982,1331757.0209620018,0.2841945596180176,4566401.253241547
2025-07-31,Kano,Product A,Salesperson 4,SME,130,15000,0.118,1719900.0,988451.0210004322,731448.9789995678,0.42528576021836606,1690073.9047657314
2025-08-01,Abuja,Product B,Salesperson 1,Retail,127,22000,0.071,2595626.0,1819937.3476691942,775688.6523308058,0.29884453782278564,2937874.106842101
2025-08-02,Port Harcourt,Product C,Salesperson 1,Retail,38,30000,0.029,1106940.0,807588.5862809253,299351.4137190747,0.27043147209340584,1059106.1030992924
2025-08-02,Lagos,Product A,Salesperson 7,SME,424,15000,0.012,6283680.0,4200223.999469803,2083456.0005301973,0.3315662160597289,5916941.7960337745
2025-08-03,Abuja,Product B,Salesperson 2,SME,335,22000,0.11,6559300.0,4661603.897005037,1897696.1029949626,0.28931381443065,6278868.911135084
2025-08-03,Lagos,Product C,Salesperson 4,SME,172,30000,0.142,4427280.0,2524380.9114652984,1902899.0885347016,0.4298122297516086,4669776.619707981
2025-08-03,Ibadan,Product A,Salesperson 3,Corporate,297,15000,0.059,4192155.0000000005,2737001.229895483,1455153.7701045177,0.3471135418667768,4221315.060715831
2025-08-04,Port Harcourt,Product C,Salesperson 2,SME,299,30000,0.039,8620170.0,4884382.216109728,3735787.7838902716,0.4333775069273891,7949899.061258699
2025-08-04,Ibadan,Product C,Salesperson 6,Corporate,218,30000,0.117,5774820.0,4197769.035562107,1577050.9644378927,0.2730909300095748,6470755.376380243
2025-08-04,Port Harcourt,Product A,Salesperson 7,SME,15,15000,0.003,224325.0,127707.44430415842,96617.55569584158,0.4307034690553509,220229.81383348187
2025-08-04,Port Harcourt,Product B,Salesperson 7,SME,45,22000,0.119,872190.0,586987.5547335998,285202.44526640023,0.3269957753085913,875356.2305464554
2025-08-04,Abuja,Product A,Salesperson 7,Corporate,340,15000,0.03,4947000.0,3702812.7753187665,1244187.2246812335,0.2515033807724345,5440792.18340099
2025-08-04,Ibadan,Product D,Salesperson 3,Retail,38,45000,0.126,1494540.0,1031816.3513744669,462723.6486255331,0.30960941067186765,1360780.8249095278
2025-08-05,Lagos,Product C,Salesperson 4,Retail,443,30000,0.032,12864720.0,9775534.887177458,3089185.112822542,0.24012843752701513,11756694.344799973
2025-08-05,Ibadan,Product C,Salesperson 8,SME,162,30000,0.08,4471200.0,3035605.21708095,1435594.7829190502,0.32107594894414254,5054795.1681631515
2025-08-05,Kano,Product E,Salesperson 2,Retail,146,60000,0.097,7910280.0,6144289.749923182,1765990.2500768183,0.2232525587054843,9095843.47801187
2025-08-05,Kano,Product E,Salesperson 4,Corporate,384,60000,0.103,20666880.0,11723732.814322814,8943147.185677186,0.4327284614647777,21197191.133163195
2025-08-05,Port Harcourt,Product E,Salesperson 2,SME,298,60000,0.045,17075400.0,12712999.381933661,4362400.618066339,0.25547867798507434,19437934.520517483
2025-08-05,Port Harcourt,Product E,Salesperson 7,Corporate,206,60000,0.083,11334120.0,8461623.482735451,2872496.5172645487,0.2534379834750778,10234044.74784172
2025-08-06,Port Harcourt,Product E,Salesperson 8,SME,238,60000,0.072,13251840.0,9349340.243967878,3902499.7560321223,0.2944873886216648,14350569.613850433
2025-08-06,Abuja,Product B,Salesperson 8,Corporate,116,22000,0.143,2187064.0,1368870.7293104206,818193.2706895794,0.3741057740832364,2096316.2492998387
2025-08-06,Ibadan,Product E,Salesperson 5,Retail,264,60000,0.142,13590720.0,9267272.417377701,4323447.582622299,0.31811762604352817,13027365.716029733
2025-08-06,Abuja,Product C,Salesperson 3,Retail,214,30000,0.104,5752320.0,3545090.118178984,2207229.881821016,0.3837112472569356,6149310.619689458
2025-08-08,Ibadan,Product A,Salesperson 7,Corporate,229,15000,0.004,3421260.0,2422652.04216573,998607.9578342699,0.2918830950685624,3302542.424493147
2025-08-08,Kano,Product B,Salesperson 7,Corporate,36,22000,0.026,771408.0,426415.89426958724,344992.10573041276,0.44722391488085783,865643.7160719846
2025-08-08,Lagos,Product B,Salesperson 2,SME,74,22000,0.111,1447292.0,905529.0929136919,541762.9070863081,0.3743286821776864,1386769.9543041484
2025-08-08,Kano,Product D,Salesperson 2,Retail,158,45000,0.121,6249690.0,4374072.740368364,1875617.2596316356,0.30011364717796174,6763779.723056015
2025-08-10,Abuja,Product D,Salesperson 4,SME,490,45000,0.013,21763350.0,14507316.934597582,7256033.065402418,0.3334060733022452,21806115.121986
2025-08-10,Port Harcourt,Product A,Salesperson 3,SME,337,15000,0.12,4448400.0,3115440.0510693598,1332959.9489306402,0.2996493006318317,4819979.905000915
2025-08-11,Port Harcourt,Product D,Salesperson 6,SME,268,45000,0.068,11239920.0,8265535.146789783,2974384.8532102173,0.26462687040568056,12858421.045830395
2025-08-11,Lagos,Product D,Salesperson 1,Corporate,43,45000,0.006,1923390.0,1116174.733484694,807215.266515306,0.41968361409558436,2014894.8329060005
2025-08-11,Lagos,Product A,Salesperson 2,Corporate,262,15000,0.115,3478050.0,2064014.4892062256,1414035.5107937744,0.40655985704454345,3453285.9146689773
2025-08-11,Ibadan,Product C,Salesperson 8,Corporate,380,30000,0.146,9735600.0,6243286.7981855,3492313.2018144997,0.3587157650082686,9570849.091749987
2025-08-11,Ibadan,Product A,Salesperson 8,Retail,17,15000,0.076,235620.0,155156.7009722959,80463.29902770411,0.34149604884009893,218427.00607766333
2025-08-11,Ibadan,Product C,Salesperson 3,SME,240,30000,0.083,6602400.0,5098511.571968535,1503888.428031465,0.22777905428805661,6641330.765846607
2025-08-12,Lagos,Product B,Salesperson 2,Corporate,466,22000,0.08,9431840.0,6258825.786329612,3173014.213670388,0.33641518660944075,9774599.790817041
2025-08-12,Lagos,Product C,Salesperson 1,Retail,135,30000,0.143,3470850.0,2053183.495392322,1417666.504607678,0.40844937251903074,3908983.6535040825
2025-08-12,Abuja,Product D,Salesperson 5,Retail,346,45000,0.144,13327920.0,9578418.227868477,3749501.772131523,0.2813268516116186,14176313.731565872
2025-08-12,Kano,Product E,Salesperson 4,Retail,227,60000,0.148,11604240.0,8444109.593284478,3160130.4067155216,0.27232549539784784,12982213.024435548
2025-08-13,Abuja,Product C,Salesperson 3,Retail,53,30000,0.11,1415100.0,1097240.69018098,317859.3098190201,0.22461968046005237,1590449.0140354387
2025-08-13,Ibadan,Product D,Salesperson 6,SME,332,45000,0.087,13640220.0,10570331.45541883,3069888.5445811693,0.22506151254020604,15200852.090983983
2025-08-13,Ibadan,Product B,Salesperson 8,Retail,197,22000,0.042,4151972.0,2964085.850760611,1187886.1492393892,0.2861016763213695,4699835.149319876
2025-08-13,Lagos,Product B,Salesperson 8,Retail,249,22000,0.049,5209578.0,3657248.6751654744,1552329.3248345256,0.29797602125057454,5266811.674632237
2025-08-13,Ibadan,Product E,Salesperson 5,Corporate,127,60000,0.064,7132320.0,4072847.7180151795,3059472.2819848205,0.42895891967618116,6998230.450036413
2025-08-13,Port Harcourt,Product A,Salesperson 1,SME,74,15000,0.026,1081140.0,641385.7117735312,439754.28822646884,0.4067505487045793,1011284.5311892438
2025-08-14,Port Harcourt,Product B,Salesperson 4,Corporate,462,22000,0.016,10001376.0,5994715.547151994,4006660.452848006,0.40061092122204045,10411644.749434624
2025-08-14,Lagos,Product D,Salesperson 7,Corporate,289,45000,0.039,12497805.0,8624357.74107308,3873447.2589269206,0.30993020445805647,13987914.952832531
2025-08-14,Port Harcourt,Product B,Salesperson 6,SME,349,22000,0.008,7616576.0,4802008.882212882,2814567.117787118,0.3695318103288299,8297326.184060922
2025-08-14,Lagos,Product B,Salesperson 2,Retail,425,22000,0.147,7975550.0,4729091.116146857,3246458.883853143,0.4070514113576046,8323340.771903931
2025-08-14,Abuja,Product E,Salesperson 8,Retail,479,60000,0.089,26182140.0,17669109.237939645,8513030.762060355,0.3251464839031628,26069715.25207239
2025-08-15,Ibadan,Product C,Salesperson 7,Corporate,194,30000,0.047,5546460.0,3413935.514644152,2132524.485355848,0.3844838843795588,5110800.503213883
2025-08-15,Ibadan,Product A,Salesperson 7,SME,353,15000,0.023,5173215.0,3378507.7370808935,1794707.2629191065,0.34692299912512947,5307171.388448061
2025-08-15,Lagos,Product D,Salesperson 4,Retail,62,45000,0.049,2653290.0,2020815.1193426836,632474.8806573164,0.23837382293579534,2771579.706228576
2025-08-15,Ibadan,Product A,Salesperson 7,Corporate,470,15000,0.018,6923100.0,4428161.579055856,2494938.420944144,0.3603787928737334,6873019.5663795825
2025-08-16,Ibadan,Product A,Salesperson 6,Corporate,243,15000,0.093,3306015.0,2303380.036526775,1002634.963473225,0.303275987396677,3015058.8670442817
2025-08-16,Port Harcourt,Product A,Salesperson 8,SME,323,15000,0.025,4723875.0,3093709.471407439,1630165.528592561,0.3450907419422743,5320704.942425793
2025-08-17,Lagos,Product C,Salesperson 4,SME,494,30000,0.078,13664040.0,7765977.608686984,5898062.391313016,0.4316485015641799,12989267.148474503
2025-08-17,Ibadan,Product A,Salesperson 8,Retail,493,15000,0.112,6566760.0,5100915.103787502,1465844.8962124977,0.22322193840074828,7345407.919951141
2025-08-17,Ibadan,Product E,Salesperson 3,Retail,437,60000,0.123,22994940.0,12808508.246258682,10186431.753741318,0.4429857939938664,26033273.35106904
2025-08-17,Abuja,Product B,Salesperson 8,Retail,372,22000,0.032,7922112.0,4517516.1295227865,3404595.8704772135,0.42975861367236584,7698613.898001599
2025-08-17,Lagos,Product D,Salesperson 2,SME,48,45000,0.141,1855440.0,1039645.0276369522,815794.9723630478,0.43967736621127484,1896073.4114736693
2025-08-17,Lagos,Product E,Salesperson 4,SME,17,60000,0.072,946560.0,545232.1185210817,401327.88147891825,0.4239856760046043,877499.0657529335
2025-08-17,Lagos,Product A,Salesperson 8,SME,355,15000,0.066,4973550.0,3567056.770000356,1406493.2299996442,0.28279462959046237,4924794.788046275
2025-08-18,Abuja,Product A,Salesperson 1,Corporate,430,15000,0.024,6295200.0,4095498.3493667888,2199701.6506332112,0.34942522090373795,6427460.484130587
2025-08-18,Kano,Product D,Salesperson 1,Retail,208,45000,0.014,9228960.0,6874575.3566153,2354384.6433846997,0.25510833760084556,8816602.201971542
2025-08-19,Ibadan,Product D,Salesperson 8,SME,487,45000,0.034,21169890.0,15824377.878254222,5345512.121745778,0.2525054273662158,20480789.217003744
2025-08-19,Kano,Product A,Salesperson 7,Corporate,81,15000,0.032,1176120.0,829678.1836368409,346441.8163631591,0.29456332377917144,1092631.198662845
